SMILES,value
O=[N+]([O-])c1ccc(C2=NC(=S)NC(c3ccc(Br)cc3)C2)cc1,4.49417
O=C(Nc1nnc(-c2ccc3c(c2)OCO3)o1)c1ccc(S(=O)(=O)N2CCCC2)cc1,4.92354
CC(C)(C)c1ccc(Cn2ccn3nc(C(=O)N4CCCCC4)cc3c2=O)cc1,5.2928
COc1ccc(-c2nc(NC(=O)c3cc(C(C)(C)C)nn3C)sc2C)cc1,5.35428
CCCCCCn1cc(-c2ccc3c(c2)c2ccccc2n3Cc2ccccc2)c(C(=O)OC)c1C(=O)OC,4.32026
COc1ccc(CN2C(=O)C3(CCN(CC4CCCO4)CC3)c3ccccc32)cc1,4.30103
O=c1cc(CC2CCCCC2)[nH]c2c(-c3ccc(Cl)cc3)cnn12,6.22185
CCOC(=O)c1cnc2c(C)c(C)ccc2c1NCc1ccco1,4.66477
COc1ccc(/N=C/C=C2\C=C(c3ccccc3)OC(C)(C)O2)cc1,4.19787
COc1ccccc1C(=O)OCC(=O)Nc1ccc(Cl)cn1,4.64655
CCCCn1c(NCc2ccc(N(CC)CC)cc2)nc2ccccc21,4.44435
Cc1c(C(=O)CSc2nc3ccccc3s2)[n+]([O-])c2ccccc2[n+]1[O-],5.39058
C=CCN(CC=C)C(=S)N/N=C(/C)c1ccc(O)cc1,4.76589
O=C1CC(Sc2ccc(F)c(F)c2)N1C(=O)NCc1ccccc1,4.74616
COc1cccc(Cn2cc(C(=O)c3ccc(C)cc3)c(=O)c3cc(F)ccc32)c1,4.53283
O=C(NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)c1cccnc1,4.83405
COc1cc(/C=C/C(=O)N(/N=N/c2ccc([N+](=O)[O-])cc2Br)c2ccc([N+](=O)[O-])cc2Br)ccc1C(C)=O,5.83863
O=C(Nc1cccc2c1C(=O)NC2=O)c1ccc([N+](=O)[O-])o1,3.80714
O=C(c1nnsc1S(=O)(=O)c1ccc(Cl)cc1)N1CCOCC1,5.09778
Cc1[nH]c2ccc(OC(F)(F)F)cc2c1CNC(=O)CCc1cn(C)c2ccc(Cl)cc12,5.66641
O=C1c2cccc3cccc(c23)C(=O)N1CCN1CCN(CC(O)COc2ccccc2Cl)CC1,5.1906
O=C(Cc1ccccc1)c1cn(CC2CCCCC2)nn1,4.05453
CCCOC(=O)CSc1nnc(-c2cc(OC)c(OC)c(OC)c2)o1,6.13787
O=c1c2ccccc2nc(/C=C/c2ccc(Cl)cc2)n1-c1ccc(Cc2ccccc2)cc1,5.15734
O=C(OCCCC1CCCC1)c1cc(/C=C/c2c(Cl)cncc2Cl)on1,5.0841
COc1ccc(NC(=O)c2cccc3nc4ccccc4nc23)c(OC)c1,5.26999
[C-]#[N+]C(C)(C)C[C@@H]1C[C@H](C)[C@H]2CC[C@H](C)[C@]3([N+]#[C-])CCC(=C)[C@@H]1[C@H]23,5.10948
Cc1ccc(/C=C2/CN(C)C[C@@]3(C2=O)[C@H](c2ccc(C)cc2)[C@@H]2CSCN2[C@@]32C(=O)Nc3ccc([N+](=O)[O-])cc32)cc1,5.27572
COc1ncccc1Nc1cc2nc3ccccc3n(-c3ccc(Br)cc3)c-2c/c1=N\C1CCC(OC)CC1,7.27543
Cc1cc(-c2nnc(NC(=O)c3ccc(OC(C)C)cc3)o2)nn1C,5.66736
Cc1cccc(Cc2cnc(N3C(=N)SC(c4ccccc4)C3=O)s2)c1,5.05483
